Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
IRF4 KO MOUSE GSE40726 CREEDSID GENE 1527 DOWN	23/223	4.600795954266824E-9	6.170108546886603E-8	0	0	4.306430624338823	82.67070594424567	SMIM3;CD86;IL1RN;PTGIR;CHST7;LUM;SLC41A2;EBI3;RNF19B;TNFAIP3;AK4;TNF;STX11;GPR132;HEY1;IRF4;UBD;KYNU;HIVEP1;SLAMF7;TNFSF9;TMCC3;MAP3K8
MYB KD HUMAN GSE49286 CREEDSID GENE 1837 DOWN	29/343	4.664216730331302E-9	6.212609767339244E-8	0	0	3.5301922737481513	67.72089955216497	PTGER4;PPP1R15A;HIST2H2AA4;CXCL8;ADM;CXCL1;SAT1;RAP1B;IRAK2;ANKRD1;NRIP3;PI3;HIST1H2AC;ABCA1;DUSP5;TLE1;SPINK1;MYO10;DUSP1;TBC1D9;TM4SF1;ISG20;BAMBI;IRF1;RAPGEF2;MXD1;OPTN;NFE2L2;CHMP5
FOXA1 KD HUMAN GSE25315 CREEDSID GENE 2164 UP	26/282	4.947716659260168E-9	6.545695418129331E-8	0	0	3.8496276225588177	73.62158617116033	HIST2H2AA3;PPP1R15A;HIST2H2AA4;BTG1;HIST1H2BK;LYPD3;SAT1;NDRG1;TSKU;MUC1;UPP1;MB21D2;HIST1H2AC;ABCA1;SPAG9;RDX;PTGR1;FBXO32;HIST2H2BE;SLC6A6;CLCF1;DDIT4;BHLHE40;HIST1H2BG;HIST1H2BD;PTGES
ERG KD HUMAN GSE14801 CREEDSID GENE 827 UP	23/225	5.463906345023475E-9	7.180086324534204E-8	0	0	4.268151241011367	81.2020120936134	PTGER4;CXCL6;CLIC4;CEBPB;CXCL8;TFRC;TNFAIP6;CCL20;SPHK1;TFPI2;TNFAIP3;CSF2RB;CXCL1;SLC7A11;PTGS2;CXCL3;SOD2;CXCL2;ICAM1;NFKBIA;IL6;NFKBIZ;ITGB8
FOXP3 ACTIVATION HUMAN GSE41087 CREEDSID GENE 1055 UP	24/244	5.465156870511001E-9	7.133851434973694E-8	0	0	4.106916732263254	78.13356929868908	OSER1;PPP1R15A;CSRNP1;PFKFB3;SGTB;DUSP1;ARRDC3;TNFAIP3;PBX4;NDRG1;NR4A2;KLF6;RASGEF1B;KYNU;ZC3H12A;KBTBD2;RAPGEF2;CMPK2;HBP1;H1FX;UPP1;MB21D2;IL7R;SQSTM1
NFE2L2 DEFICIENCY MOUSE GSE7810 CREEDSID GENE 1048 DOWN	28/325	5.716604754477194E-9	7.412657026004203E-8	0	0	3.59723783523366	68.27518123026705	LAD1;CLIC4;CSF1;SLC3A2;PTGS2;SAT1;AKAP2;ICAM1;CHST11;ANKRD1;PMAIP1;CKB;IER3;DUSP4;DUSP5;EDN1;DUSP1;DYNLT3;PTGR1;COQ10B;F3;TM4SF1;BHLHE40;CYSTM1;SQSTM1;HBEGF;HIST1H2BC;NFE2L2
OVOL2 OE PC3 HUMAN GSE48230 RNASEQ UP	22/207	5.724371986357963E-9	7.373894966637429E-8	0	0	4.437586356439039	84.21887906266959	DUSP4;LAD1;SLFN5;SMG1;CXCL8;TFRC;UBR4;ITPR3;CXCL1;INHBA;PARP14;PARP9;THBS1;HELZ2;PARP10;H1F0;RNF213;SLCO4A1;IL1B;AGRN;SQSTM1;IER3
NFE2L2 KO MOUSE GSE18344 CREEDSID GENE 964 UP	19/155	6.030061844829056E-9	7.716902674624374E-8	0	0	5.118189777089366	96.86946267932325	CD40;TFPI2;NLRC5;CXCL1;CXCL2;SOCS3;NR4A1;MT2A;IL6;UBD;IL1B;IL12B;TNFSF9;ITGB8;SIK1;ATF3;IDO1;PLA1A;HBEGF
MYB KD HUMAN GSE49286 CREEDSID GENE 1839 UP	28/328	6.997224856493883E-9	8.896471603256509E-8	0	0	3.564336269667499	66.93022328478578	HIST2H2AA3;GRAMD1A;CEBPB;HIST2H2AA4;TMEM63B;NDRG1;SLC2A6;HELZ2;MUC1;DPYSL3;NAMPT;H1FX;CKB;ZSWIM4;HIST1H2AC;MCL1;ABCA1;SMOX;GFPT2;ARRDC3;CRIM1;CFLAR;TMEM173;TM4SF1;PARP10;DDIT4;MET;PTGES
TFAP2C SIRNA HUMAN GSE15481 CREEDSID GENE 2893 UP	27/308	7.419030341207654E-9	9.371910585861024E-8	0	0	3.6602228669034518	68.5165078345425	ERO1A;PPP1R15A;CXCL8;ZBED6CL;TNFAIP6;AHR;CXCL3;PPP1R18;RASGRP1;CXCL2;MICALL1;PIM1;MIR22HG;PMAIP1;ITGB8;ZNF267;EDN1;GFPT2;LRRC61;CRIM1;INHBA;F3;GEM;RIT1;IL6;KLF6;RHCG
POU5F1 KD HUMAN GSE21135 CREEDSID GENE 1329 UP	32/418	8.337318713707985E-9	1.0464403872718099E-7	0	0	3.1964519383484333	59.462074439530085	PTGER4;SERPINE2;TWIST1;SLC1A3;TNFRSF11B;SAT1;THBS1;TSKU;NIPAL4;ADGRG2;EPSTI1;PIM1;ANKRD1;LONRF1;IER3;EDN1;MMP7;GADD45B;TFPI2;CRIM1;CFLAR;F3;TM4SF1;EHD1;RAP2C;ADAM19;GREM1;MARCKS;KLF6;IL6;CNKSR3;BHLHE40
HSF1 KD HUMAN GSE3697 CREEDSID GENE 784 DOWN	28/336	1.1848415961085827E-8	1.4776559523443343E-7	0	0	3.4794711203897006	63.504076730934	PPP1R15A;CDKN1A;HIST2H2AA4;CD83;ITPR1;TNFAIP3;ADM;TNFRSF11B;CXCL1;PTGS2;CXCL3;NDRG1;LAMP3;H1FX;UPP1;HIST1H2AC;GCH1;GFPT2;TFPI2;HSPA6;ARID5B;HIST2H2BE;H1F0;SLCO4A1;IRF1;ATG2A;FAS;IL7R
PRRX1 SIRNA BT549 HUMAN GSE79586 RNASEQ DOWN	25/276	1.399842082831965E-8	1.7347410115094858E-7	0	0	3.7820338265105446	68.39551493022333	SMG1;SERPINE2;FAM129A;UBR4;CXCL1;TXN;THBS1;AKAP2;ETS2;CXCL5;ICAM1;NAMPT;MICALL1;SPAG9;MYO10;CRIM1;SOD2;IGFN1;TM4SF1;CCNA1;DDIT4;ARHGEF2;SQSTM1;MET;CD44
ZNF217 OE HUMAN GSE35511 CREEDSID GENE 1079 UP	28/341	1.6322489499612735E-8	2.0100273232856437E-7	0	0	3.4284524822608193	61.47462819937848	PPP1R15A;HIST2H2AA4;BTG1;CXCL8;HIST1H2BK;CXCL1;CXCL3;PPP1R18;SAT1;NDRG1;CXCL2;ICAM1;MT2A;NAMPT;HIST1H2AC;IER3;DUSP4;EDN1;MMP1;TFPI2;G0S2;INHBA;NFKBIA;IL1B;MAFF;HIST1H2BD;BIRC2;BIRC3
ZNF217 OE HUMAN GSE35511 CREEDSID GENE 344 DOWN	28/341	1.6322489499612735E-8	1.9974646525151083E-7	0	0	3.4284524822608193	61.47462819937848	PPP1R15A;HIST2H2AA4;BTG1;CXCL8;HIST1H2BK;CXCL1;CXCL3;PPP1R18;SAT1;NDRG1;CXCL2;ICAM1;MT2A;NAMPT;HIST1H2AC;IER3;DUSP4;EDN1;MMP1;TFPI2;G0S2;INHBA;NFKBIA;IL1B;MAFF;HIST1H2BD;BIRC2;BIRC3
KLF5 KO CFPAC1 HUMAN GSE64558 RNASEQ UP	27/320	1.670437467862969E-8	2.03150097023335E-7	0	0	3.5229645093945723	63.08782232067511	PFKFB3;TFRC;CSF1;ITGB3;UBR4;SLC7A11;PTGS2;SLC5A3;ICAM1;MLLT6;MT2A;NAMPT;NFKBIZ;CD55;SPAG9;FNDC3B;CRIM1;SOD2;SLC6A6;KLF6;AGRN;SQSTM1;MET;OPTN;CFB;CD44;B4GALT5
TFAP2C KD HUMAN GSE15481 CREEDSID GENE 2968 UP	26/300	1.7862855384853624E-8	2.1589796817002096E-7	0	0	3.618649965205289	64.55867812887064	ERO1A;PPP1R15A;CXCL8;ZBED6CL;AHR;CXCL3;PPP1R18;RASGRP1;CXCL2;MICALL1;PIM1;MIR22HG;PMAIP1;ITGB8;ZNF267;EDN1;GFPT2;LRRC61;CRIM1;INHBA;F3;GEM;RIT1;IL6;KLF6;RHCG
SNAI1 OE HUMAN GSE14773 CREEDSID GENE 371 UP	25/281	2.003917631095022E-8	2.407159951953407E-7	0	0	3.714737850949859	65.84587056301483	HIST2H2AA3;CXCL8;HIST1H2BK;TCHH;ADM;TNFRSF11B;SLC7A11;TANK;SAT1;ADGRG2;DNAJB6;AIFM2;NFKBIZ;ANKRD1;MIR22HG;CCR7;HIST1H2AC;CCL20;ELOVL7;ETV3;HIST2H2BE;ISG20;BHLHE40;HIST1H2BD;HIST1H2BC
IKZF1 KO MOUSE GSE46093 CREEDSID GENE 2547 UP	29/367	2.1152295298734175E-8	2.5253776948122876E-7	0	0	3.299335013339553	58.30425613816367	FAM49A;CDKN1A;MSANTD3;SLC7A11;PTGS2;TNF;NDRG1;SAV1;ZC3H12C;RASGEF1B;PMAIP1;IER3;ABCA1;MYO10;GFPT2;PARP14;PTGR1;ISG20;NR4A1;H1F0;NR4A3;TNIP2;NINJ1;DDIT4;CLDN12;TNFSF9;CMPK2;SIK1;HBEGF
TWIST1 OE MOUSE GSE50002 CREEDSID GENE 1077 UP	25/282	2.150723088620099E-8	2.552191398495851E-7	0	0	3.7015650216911715	65.35067382574279	CSRNP1;SAMD9L;PFKFB3;SLC41A2;RNF19B;HELZ2;ZC3H12C;RNF213;CCL5;ANKRD1;DENND5A;PLK3;GCH1;DTX3L;DUSP1;TAP1;SERPINB9;PARP14;ZNFX1;MAFF;OTUD1;PTGES;HBEGF;HIST1H2BC;B4GALT5
IRF9 OE HUMAN GSE50002 CREEDSID GENE 1656 UP	25/284	2.4748405585354127E-8	2.9191191648267097E-7	0	0	3.6754976623834867	64.374521342882	CSRNP1;SAMD9L;CSF1;TNFAIP3;PTGS2;ETS2;HELZ2;RNF213;CHST11;CCL5;PIM1;NRIP3;ABCA1;PLK3;DTX3L;SPHK1;ARRDC3;CRIM1;TAP1;SERPINB9;PARP14;ZNFX1;CLCF1;AGRN;B4GALT5
EPAS1 KD HUMAN GSE54360 CREEDSID GENE 2882 DOWN	25/284	2.4748405585354127E-8	2.901639409348705E-7	0	0	3.6754976623834867	64.374521342882	SERPINE2;SLC43A2;HIST1H2BK;PTPRJ;SAT1;NDRG1;AFF4;ETS2;ICAM1;CXCL16;MT2A;HEY1;ANKRD1;PIM1;HIVEP2;CKB;IER3;GK;MYO10;CCL20;FNDC3B;ARID5B;TM4SF1;H1F0;BHLHE40
TP63 UNK HUMAN GSE20286 CREEDSID GENE 2452 UP	24/264	2.5482865061656846E-8	2.969967249447863E-7	0	0	3.7957866767887647	66.37031531225523	LMBR1L;CDKN1A;HIST2H2AA4;BTG1;MMP7;SEC24A;CCL20;HIST1H2BK;ARID5B;PTGS2;SOD2;CXCL2;HIST2H2BE;NR4A2;SH3BP5;HIST1H2BG;ATF3;CFB;FERMT2;CHST2;HIST1H2AC;HIST1H2BD;HIST1H2BC;BIRC3
GATA3 OE MDAMB231 HUMAN GSE72141 RNASEQ UP	24/264	2.5482865061656846E-8	2.9523934787410714E-7	0	0	3.7957866767887647	66.37031531225523	ABCA1;SPAG9;TLE1;TFPI2;NEK7;FNDC3B;CRIM1;PDE4DIP;SLC3A2;SLC7A11;PTGS2;SLC5A3;PVR;THBS1;ADAM19;NAMPT;BHLHE40;AGRN;SQSTM1;OTUD1;CD44;IER3;PTGES;JAK1
NR2C2 KO HUMAN GSE52452 CREEDSID GENE 2714 DOWN	25/286	2.843949396262949E-8	3.2755605399310905E-7	0	0	3.649794881527658	63.41696360908565	FAM49A;IL1RN;CXCL8;ALAS1;BHLHE41;ITPR1;TNFAIP3;NFKBIZ;SLAMF7;ST3GAL1;GBP4;DUSP4;SPINK1;GCH1;GK;ACSL1;INHBA;LSS;CCNA1;BAMBI;IRF1;CYSTM1;SQSTM1;HBEGF;BIRC3
EZH2 SHRNA HUVEC HUMAN GSE71164 SHEARSTRESS RNASEQ DOWN	23/248	3.4448111000242216E-8	3.944409434998495E-7	0	0	3.8723146339820866	66.54112541311105	IL32;PPP1R15A;MYO10;ITGB3;STAT3;TFPI2;UBR4;CSF2RB;ITPR3;CXCL1;CFLAR;THBS1;AKAP2;ICAM1;EHD1;FMNL3;MT2A;SBNO2;MARCKS;MICALL1;OPTN;CHST2;MCL1
ATF3 SIRNA HDF HUMAN GSE81405 RNASEQ DOWN	26/310	3.484574459868585E-8	3.966742321175982E-7	0	0	3.501919321166409	60.13613107259261	SLFN5;CDKN1A;CXCL8;SERPINE2;C1S;AHR;AKAP2;MT2A;RNF213;ITGB8;JAK1;MCL1;ABCA1;SPAG9;MMP1;ARRDC3;CRIM1;PARP14;FBXO32;SOD2;MARCKS;ZNFX1;SQSTM1;OPTN;CFB;CD44
HOXA11 SIRNA MDAMB231 HUMAN GSE79586 RNASEQ UP	30/398	3.488455192654354E-8	3.948205356772963E-7	0	0	3.147260309900232	54.04230466719556	ERO1A;PPP1R15B;CSF2;CXCL8;TFRC;CSF1;CD82;ITPR3;PTPRJ;AKAP2;ICAM1;MT2A;DNAJB6;NAMPT;IER3;ABCA1;DUSP5;STAT3;FNDC3B;SOD2;EHD1;NFKBIA;SLC6A6;H1F0;DDIT4;TRIP10;SQSTM1;MET;CD44;BIRC3
IRF9 OE HUMAN GSE50002 CREEDSID GENE 1665 DOWN	25/289	3.494619409252832E-8	3.932451036389107E-7	0	0	3.611907737428755	62.01449194896751	CSRNP1;SAMD9L;CSF1;PTGS2;HELZ2;ZC3H12C;RNF213;CCL5;ANKRD1;PIM1;DENND5A;ABCA1;PLK3;DTX3L;DUSP1;ARRDC3;TAP1;SERPINB9;PARP14;NR4A1;ZNFX1;AGRN;OTUD1;HBEGF;B4GALT5
GLI1 INHIBITION HUMAN GSE36855 CREEDSID GENE 643 UP	25/291	4.002593183010443E-8	4.4783299727625416E-7	0	0	3.587083629267733	61.101443790875805	TRAF3IP2;EBI3;BHLHE41;PTPRJ;ETS2;DRAM1;ITGB8;PIM2;GBP4;TLE1;MMP7;GFPT2;SERPINB9;ELOVL7;TRAF1;TMEM173;SPSB1;TNIP1;IRF1;DDIT4;BCL3;TRIP10;FAS;ANGPTL4;CFB
ATF6B KO MOUSE GSE35651 CREEDSID GENE 2660 UP	23/255	5.7665444199797255E-8	6.415280667227445E-7	0	0	3.766015800892382	62.77424009076826	ZMYND15;CD274;TAP1;GZMB;LYPD3;CXCL1;INHBA;IL2RG;BACH1;CXCL5;ICAM1;IL6;IFNG;IL1B;UBD;CCL5;ZC3H12A;MICALL1;CCL3;IL12B;CCR7;GBP4;IDO1
ETS2 KD HUMAN GSE43459 CREEDSID GENE 156 UP	23/255	5.7665444199797255E-8	6.379036143683787E-7	0	0	3.766015800892382	62.77424009076826	ABCA1;DUSP4;PTGER4;CD274;HIST1H2BJ;SPHK1;CRIM1;G0S2;AMPD3;OXSR1;SERPINB7;ADAM19;RAP1B;SPSB1;CASP7;KLF6;CHST11;MTF1;DPYSL3;ST3GAL1;CD44;RAB8B;HBEGF
ETS2 KD HUMAN GSE43459 CREEDSID GENE 34 DOWN	23/255	5.7665444199797255E-8	6.343198861977698E-7	0	0	3.766015800892382	62.77424009076826	ABCA1;DUSP4;PTGER4;CD274;HIST1H2BJ;SPHK1;CRIM1;G0S2;AMPD3;OXSR1;SERPINB7;ADAM19;RAP1B;SPSB1;CASP7;KLF6;CHST11;MTF1;DPYSL3;ST3GAL1;CD44;RAB8B;HBEGF
MYC OE MOUSE GSE27159 CREEDSID GENE 1273 UP	27/342	6.658126140804401E-8	7.283022895919004E-7	0	0	3.296341061421822	54.47151739115108	SAMD9L;TNFAIP6;SLC41A2;NLRC5;SLC1A3;CXCL1;CXCL5;MT2A;DRAM1;CCL5;NFKBIZ;PDE4B;ZSWIM4;JUNB;MREG;DTX3L;DUSP1;FBXO2;SPHK1;GFPT2;ARRDC3;PARP9;GEM;NR4A1;IL6;CLCF1;ANGPTL4
ERG KD HUMAN GSE14801 CREEDSID GENE 2614 DOWN	23/259	7.674405607855724E-8	8.348047877878615E-7	0	0	3.707853394700994	60.744983140600084	PTGER4;CXCL6;CLIC4;CEBPB;CXCL8;TNFAIP6;CCL20;SPHK1;DYNLT3;TFPI2;CRIM1;CXCL1;CXCL3;SOD2;CXCL2;NFKBIA;IL6;DNAJB6;NFKBIZ;MIR22HG;CYSTM1;FERMT2;RAB8B
ESR1 KD HUMAN GSE27473 CREEDSID GENE 480 UP	25/301	7.741464816826818E-8	8.374468569804923E-7	0	0	3.467911415670798	56.78389301297964	BTG3;CD274;CXCL8;FAM129A;CXCL1;CXCL3;PALM2-AKAP2;DNAJB6;PMAIP1;GBP1;IL32;DUSP5;GFPT2;G0S2;F3;TM4SF1;GEM;EREG;CCNA1;IL6;IL1B;MAFF;IL7R;OPTN;CHST2
MYC KD HUMAN GSE57538 CREEDSID GENE 1754 UP	23/261	8.833405481493224E-8	9.503191171848205E-7	0	0	3.6794407250097985	59.76199186279607	LMBR1L;DUSP5;CXCL6;HIST2H2AA4;CLDND1;CXCL8;BCL2A1;RRAD;IL15;UXS1;ITGB3;NEK7;TAP1;CXCL1;HIST2H2BE;RIT1;P2RX4;IL1B;EPSTI1;ANKRD1;STAT4;PMAIP1;IL7R
NR1I3 KNOCKIN MOUSE GSE40120 CREEDSID GENE 3069 UP	23/261	8.833405481493224E-8	9.451261165444663E-7	0	0	3.6794407250097985	59.76199186279607	ABCA1;ACOT9;PLK3;CDKN1A;CEBPB;DUSP1;SLC41A2;STAT3;CXCL1;PARP14;SAT1;PNRC1;HELZ2;SOCS3;MT2A;PLSCR1;NAMPT;DDIT4;BCL3;NFKBIZ;PIM3;JUNB;IER3
IRX6 SIRNA MDAMB231 HUMAN GSE79586 RNASEQ UP	26/325	8.989414896206623E-8	9.565909981941614E-7	0	0	3.340292275574113	54.19501622191187	ERO1A;CXCL8;TFRC;CD82;CSF1;PPP1R18;ICAM1;MT2A;DNAJB6;NAMPT;IER3;MCL1;ABCA1;DUSP5;ARRDC3;STAT3;FNDC3B;TM4SF1;EHD1;ADAM19;SLC6A6;DDIT4;SQSTM1;MET;FERMT2;BIRC3
IRX6 SIRNA BT549 HUMAN GSE79586 RNASEQ DOWN	16/131	1.0091254189383957E-7	1.068036524476421E-6	0	0	5.099682863471928	82.15085049106868	SMG1;SERPINE2;UBR4;FAM129A;CXCL1;SOD2;IGFN1;ETS2;TM4SF1;CXCL5;AKAP2;CCNA1;NAMPT;DDIT4;CD44;TRIM56
IRF9 OE HUMAN GSE50002 CREEDSID GENE 1655 UP	24/284	1.0213525842171396E-7	1.075165784890946E-6	0	0	3.5284777558881473	56.79779295768466	ABCA1;SAMD9L;CSF1;DTX3L;SPHK1;ARRDC3;CRIM1;TAP1;TNFAIP3;SERPINB9;PARP14;PTGS2;ETS2;HELZ2;RNF213;ZNFX1;CHST11;CLCF1;CCL5;PIM1;NRIP3;AGRN;JUNB;B4GALT5
USF1 OE HUMAN GSE17300 CREEDSID GENE 2973 UP	28/374	1.1575987596036668E-7	1.2120739953497217E-6	0	0	3.125941969120159	49.92675684995934	SERPINE2;HIST1H2BK;BHLHE41;AK4;ITPR3;AIFM2;PIM2;UPP1;GPR157;BATF3;CHST7;GADD45B;GCH1;SGTB;ACSL1;SPHK1;RHBDF2;SERPINB9;PARP9;ABTB2;KLF5;SLCO4A1;GPD2;CNKSR3;MAFF;TMCC3;FAS;HBEGF
SOX2 KO MOUSE GSE55738 CREEDSID GENE 2990 DOWN	21/226	1.317269799093405E-7	1.3719224822472802E-6	0	0	3.879764258133649	61.465298685882765	CSF3;CSF2;SERPINE2;CCL20;TFPI2;SERPINB9;INHBA;TMEM173;SERPINB7;FBXO32;CXCL3;IL2RG;F3;CXCL2;CXCL5;IL1A;PLSCR1;SBNO2;ADGRG2;CNKSR3;ITGB8
FLI1 KD HUMAN GSE27524 CREEDSID GENE 1612 UP	24/289	1.415076168600265E-7	1.4659889619678934E-6	0	0	3.4674314279316047	54.68455692812987	TLE1;TRAF3IP2;RFTN1;ITPR1;ARID5B;ADM;PTGS2;SLC5A3;SAT1;HIST2H2BE;GEM;PNRC1;MT2A;H1F0;MARCKS;HEY1;DDIT4;SH3BP5;HBP1;OPTN;FERMT2;CHST2;SLAMF1;RAB8B
HMGA2 OE MOUSE GSE24071 CREEDSID GENE 2564 DOWN	24/289	1.415076168600265E-7	1.4582732305891152E-6	0	0	3.4674314279316047	54.68455692812987	FAM49A;CHST7;GCH1;FAM129A;IL36G;CSF2RB;PPM1K;TMEM173;LYST;MCOLN2;NFKB1;MARCKS;IRF4;IL2RA;REL;SLAMF7;HIVEP2;HIST1H2BG;IL7R;CYTIP;MET;OTUD1;GBP4;GRINA
STAT3 KO MOUSE GSE38375 CREEDSID GENE 2479 UP	23/268	1.4287137161761598E-7	1.464618563493676E-6	0	0	3.5833359299535723	56.47810823934996	ERO1A;GRAMD1A;BTG1;CD82;UBR4;NLRC5;TNFAIP3;TRAF1;STK4;PPP1R18;RELA;NFKB1;RELB;NFKBIA;NR4A1;RNF213;TNIP1;IRF1;DENND5A;TNFRSF4;JAK1;RAB8B;MCL1
TWIST1 OE MOUSE GSE50002 CREEDSID GENE 1076 DOWN	18/170	1.4815758647178454E-7	1.5108987203737194E-6	0	0	4.420975070612797	69.51978592938295	CDKN1A;EDN1;SLC43A2;TNFAIP3;CXCL1;CXCL2;F3;CXCL5;PNRC1;NR4A2;NFKBIA;TNIP1;IRF1;DDIT4;BCL3;NFKBIZ;REL;IER3
PIN1 DEPLETION HUMAN GSE26262 CREEDSID GENE 477 UP	23/269	1.5281323755150026E-7	1.5503021716364637E-6	0	0	3.5700149785411055	56.02799118483327	DUSP5;HIST2H2AA4;SPINK1;LUM;FBXO2;HIST1H2BK;ARID5B;HIST2H2BE;SAV1;NR4A2;OGFRL1;MUC1;KLF5;P2RX4;DDIT4;ANKRD1;MIR22HG;SLAMF7;ANGPTL4;CD55;HIST1H2AC;HIST1H2BD;PTGES
FOXO1 KO MOUSE GSE40655 CREEDSID GENE 508 UP	25/312	1.545050271795576E-7	1.5593857897813083E-6	0	0	3.3456453080670205	52.46988652494166	CDKN1A;CEBPB;EBI3;PRDM1;NDRG1;SOCS3;CCL5;NCK2;CCL3;SLAMF7;PMAIP1;LONRF1;MREG;CD70;TNFRSF9;GZMB;EHD1;ISG20;MARCKS;IFNG;MAFG;DDIT4;BCL3;TNFSF9;CMPK2
NFYC KD MOUSE GSE56838 CREEDSID GENE 1343 UP	24/291	1.6086663678367585E-7	1.6152660247304478E-6	0	0	3.4436002840970237	53.86717227277132	DUSP4;CDKN1A;EDN1;SERPINE2;TRAF3IP2;DYNLT3;TCHH;NLRC5;PTGR1;PTGS2;F3;THBS1;ARNTL2;CXCL16;KLF6;MIR22HG;TMCC3;PMAIP1;NRIP3;INSM1;CPEB2;SQSTM1;ATF3;CD55
TWIST1 OE MOUSE GSE50002 CREEDSID GENE 3025 UP	20/209	1.6242020135464503E-7	1.6225446645530356E-6	0	0	3.9955649229355417	62.46298218728046	ABCA1;USP12;TNFAIP3;CXCL1;SLC7A11;INHBA;TMEM173;PTGS2;CXCL2;ETS2;CXCL5;NFKBIA;FMNL3;CHST11;CLCF1;IRF1;BCL3;NFKBIZ;PIM1;IDO1
TCF12 KD HUMAN GSE50588 CREEDSID GENE 2789 UP	24/292	1.7143845344618822E-7	1.7039415829829266E-6	0	0	3.431807132439157	53.46426575954798	PTGER4;CD86;CD40;BATF3;EDN1;CEBPB;CD83;MMP7;SMOX;SOCS3;HEY1;IFNG;TNIP2;IRF1;BCL3;NFKBIZ;HIVEP1;CCR7;INSM1;MSC;GBP1;HIST1H2AC;GBP4;IER3
AIRE KO MOUSE GSE85 CREEDSID GENE 881 UP	22/250	1.7272488155042617E-7	1.7080571619986588E-6	0	0	3.674321503131524	57.21493901353036	IL1RN;CLIC4;ALAS1;STAT3;SERPINB9;TNFRSF11B;PTGS2;SAT1;NFKB1;ADAM19;NFKBIA;MT2A;MARCKS;KLF6;P2RX4;UBD;IRF1;NAMPT;PIM1;MSC;JAK1;BIRC3
MYC KD HUMAN GSE54872 CREEDSID GENE 1307 DOWN	22/251	1.8518164498948785E-7	1.8220384969317447E-6	0	0	3.659682772043351	56.73214113616982	LAD1;CSF3;SPINK1;CXCL8;CCL20;MMP1;G0S2;SERPINB9;CXCL1;SOD2;CXCL2;TM4SF1;ICAM1;EREG;NFKBIA;MT2A;IL6;UBD;KYNU;ZC3H12A;ANGPTL4;BIRC3
EZH2 SIRNA HUVEC HUMAN GSE87534 RNASEQ UP	28/383	1.8924357525719093E-7	1.8526946017678994E-6	0	0	3.052486413710025	47.25319448395461	SLFN5;CLIC4;RALA;CXCL8;TFRC;SLC7A11;PVR;THBS1;AKAP2;RAP1B;AKT3;DPYSL3;NAMPT;JAK1;MCL1;MYO10;MMP1;TFPI2;NEK7;CRIM1;CCNA1;MARCKS;SQSTM1;MET;FERMT2;CD44;BIRC2;HBEGF
KMT2A KO MOUSE GSE24964 CREEDSID GENE 3008 UP	22/252	1.9846120446284005E-7	1.9332688474539342E-6	0	0	3.645160221360639	56.25456281067093	ERO1A;TFRC;GADD45B;DUSP1;AK4;AMPD3;INHBA;OXSR1;PTGS2;PVR;NDRG1;TM4SF1;MT2A;KLF6;KLF5;DPYSL3;ANKRD1;CYSTM1;CKB;CD44;IER3;HBEGF
GATA2 OE HESC HUMAN GSE57395 RNASEQ UP	33/505	2.114301695612163E-7	2.0494072871329775E-6	0	0	2.72845656173133	41.934661319804825	FAM49A;CDKN1A;CEBPB;BTG1;SLC43A2;TNFAIP3;SLC3A2;RAP1B;MICALL1;SH3BP5;CCR7;ST3GAL1;FBRS;MPZL1;CD55;GPR157;IER3;BCL9L;SPAG9;TGIF1;KDM6B;DUSP5;RDX;ZBTB10;EHD1;ABTB2;NR4A1;SLCO4A1;BHLHE40;DDIT4;RAPGEF2;SQSTM1;ATF3
NFE2L2 DEFICIENCY MOUSE GSE7810 CREEDSID GENE 1048 UP	19/194	2.3050426061429646E-7	2.2232874004078447E-6	0	0	4.0892753373652155	62.49638062945128	ABCA1;IL1RN;SAMD9L;BTG1;SERPINE2;ADM;CXCL1;PARP9;SOD2;CXCL2;CXCL5;NFKBIA;GREM1;SOCS3;RNF213;TNIP1;IL1B;CCL4;CCL3
FLI1 KD HUMAN GSE27524 CREEDSID GENE 1611 UP	24/297	2.3461142669787406E-7	2.251809673894301E-6	0	0	3.3740326015900135	51.50573862132348	TLE1;TRAF3IP2;RFTN1;ITPR1;ARID5B;ADM;PTGS2;SLC5A3;SAT1;HIST2H2BE;GEM;PNRC1;MT2A;H1F0;MARCKS;HEY1;DDIT4;SH3BP5;IL7R;OPTN;FERMT2;CHST2;SLAMF1;RAB8B
PPARD KO MOUSE GSE16048 CREEDSID GENE 81 UP	23/276	2.42398175576083E-7	2.315198184282783E-6	0	0	3.4794711203897006	53.00168444426195	PTGER4;IL1RN;GADD45B;SLC41A2;TNFRSF9;TBC1D9;ADM;TNFRSF11B;AK4;CSF2RB;CXCL3;SAT1;RASGRP1;CXCL2;GEM;CXCL5;ICAM1;ABTB2;PANX1;IL6;TNIP1;BHLHE40;CCL3
ARX SIRNA BCD HUMAN GSE73433 RNASEQ UP	17/158	2.6052850711838985E-7	2.4762855191155696E-6	0	0	4.4924816997436645	68.10850937877115	ABCA1;PPP1R15A;CXCL8;SERPINE2;GADD45B;C1S;LUM;FNDC3B;TNFAIP3;ADM;CXCL1;FBXO32;SOD2;ICAM1;IL1B;ANGPTL4;SQSTM1
